HBO1,HHB1,HBO2,HHB2,d1,a1,a2,b1,b2,ID
13.723570532710438,5.874330564099162,44.49888075434215,18.145044683940732,20.0,4.953154622017216,1.2921685727214185,0.3694477498598442,1.2244387852296261,201
6.223570532710437,10.87433056409916,29.49888075434215,28.145044683940732,15.0,1.953154622017216,2.8421685727214188,1.5694477498598443,2.7244387852296263,202
9.973570532710436,3.3743305640991617,51.99888075434215,23.145044683940732,12.0,6.453154622017216,3.6171685727214187,0.9694477498598442,1.9744387852296261,203
17.47357053271044,8.37433056409916,36.99888075434215,33.14504468394073,17.0,3.4531546220172156,2.0671685727214184,2.1694477498598443,0.47443878522962607,204
15.598570532710438,12.12433056409916,25.74888075434215,20.645044683940732,13.0,4.203154622017216,1.6796685727214185,1.2694477498598442,0.8494387852296261,205
8.098570532710436,7.124330564099162,40.74888075434215,30.645044683940732,18.0,1.2031546220172165,3.2296685727214185,2.4694477498598446,2.3494387852296263,206
19.34857053271044,4.624330564099162,33.24888075434215,25.645044683940732,11.0,2.703154622017216,4.004668572721418,1.8694477498598443,1.5994387852296261,207
11.848570532710436,9.62433056409916,48.24888075434215,15.645044683940732,16.0,5.703154622017216,2.4546685727214186,0.6694477498598441,3.0994387852296263,208
12.317320532710436,4.936830564099162,28.56138075434215,33.77004468394073,12.0,1.3906546220172165,3.1327935727214187,2.3944477498598444,3.0056887852296263,209
19.81732053271044,9.93683056409916,43.56138075434215,23.770044683940732,17.0,4.390654622017216,1.5827935727214184,1.1944477498598443,1.5056887852296261,210
8.567320532710436,12.43683056409916,36.06138075434215,28.770044683940732,19.0,5.890654622017216,2.3577935727214188,0.5944477498598442,2.2556887852296263,211
16.06732053271044,7.436830564099162,51.06138075434215,18.770044683940732,14.0,2.890654622017216,3.9077935727214186,1.7944477498598441,0.7556887852296261,212
17.94232053271044,3.6868305640991617,39.81138075434215,16.270044683940732,11.0,2.140654622017216,3.5202935727214184,1.4944477498598443,0.38068878522962607,213
10.442320532710436,8.68683056409916,54.81138075434215,26.270044683940732,16.0,5.140654622017216,1.9702935727214186,0.2944477498598442,1.8806887852296261,214
6.692320532710437,6.186830564099162,47.31138075434215,31.270044683940732,13.0,3.6406546220172156,2.7452935727214185,2.094447749859844,2.6306887852296263,215
14.192320532710438,11.18683056409916,32.31138075434215,21.270044683940732,18.0,6.640654622017216,1.1952935727214187,0.8944477498598441,1.1306887852296261,216
13.254820532710438,3.0618305640991617,52.93638075434215,25.020044683940732,18.0,1.0156546220172165,2.9390435727214186,1.9444477498598443,0.5681887852296261,217
5.754820532710437,8.06183056409916,37.93638075434215,15.020044683940732,13.0,4.015654622017216,1.3890435727214183,0.7444477498598441,2.068188785229626,218
